Customer_ID,Company_Name,Location,Business_Size,Industry_Type,Bounce_Rate,Time_Spent,Annual_Revenue,Website_Visits
fe9d3e1f,"Forbes, Collins and Webster",London,Medium,Fashion,73.89,4.45,205850,1830
bdb82da1,Trujillo LLC,Dublin,Medium,Groceries,20.24,2.01,404955,8271
d3e51730,Boone-Knight,Lisbon,Medium,Health,74.45,9.34,255901,2211
d0d14901,Gardner Group,Lisbon,Large,Fashion,26.64,13.39,731919,4493
c2484e9e,Johnson-Ramirez,Amsterdam,Small,Fashion,36.68,1.33,62166,9783
b400972b,Rodriguez PLC,Madrid,Medium,Fashion,76.69,12.34,325211,14856
d6a4a68d,Henderson-Evans,Lisbon,Medium,Electronics,33.94,10.32,422097,10929
b8647302,Smith-Hurley,Amsterdam,Large,Home Decor,42.44,3.26,797559,4568
8b40358e,"Lee, Butler and Liu",Lisbon,Large,Fashion,69.11,11.18,688845,8988
6f2beefb,Porter LLC,Dublin,Small,Home Decor,57.03,12.16,126494,6901
bcfb1ad5,Davis LLC,Amsterdam,Large,Groceries,78.8,4.0,702332,4659
99c78b19,Bean PLC,Lisbon,Large,Groceries,34.12,14.92,613486,19609
d4023f31,Montgomery-Watson,Madrid,Medium,Electronics,36.38,7.93,229816,7425
eb5eb1e4,Barnes-Ferguson,Rome,Large,Groceries,71.47,14.58,627718,6027
6d9c3ec7,Ortiz LLC,Lisbon,Large,Groceries,53.2,10.29,636721,3563
5f281ab7,Jensen Ltd,Paris,Medium,Health,32.05,2.74,402500,13796
b86d5d17,Cannon Inc,Lisbon,Small,Groceries,20.35,6.09,134028,4318
0b33906f,Sanders and Sons,Lisbon,Small,Home Decor,47.75,2.75,143991,4979
c546b37e,Anderson LLC,Amsterdam,Small,Home Decor,21.47,10.76,126997,19261
44d2cd4e,Day and Sons,Paris,Medium,Home Decor,43.59,6.61,460657,18534
4ed8edb0,"Williams, Hernandez and Reed",Lisbon,Small,Fashion,76.32,10.28,132364,11736
ef58f1eb,"Gregory, Sims and Mosley",Rome,Medium,Fashion,70.82,4.23,274433,9209
55fa88ff,Chavez LLC,Berlin,Medium,Fashion,63.46,14.8,358422,5945
da926743,Smith-Villanueva,Rome,Medium,Electronics,56.26,12.93,178711,11789
47f9ae48,Richardson-Choi,Dublin,Large,Electronics,43.37,1.75,525119,3628
01ee5114,"Ray, Garcia and Anderson",London,Large,Fashion,24.99,5.57,538693,14607
d29953c2,"Cruz, Diaz and Smith",London,Large,Groceries,31.55,4.61,632320,17851
5388d4f9,Fox-Tanner,London,Small,Fashion,71.32,1.02,138157,19220
03fffcf8,Andrews-Jacobson,Berlin,Large,Electronics,51.85,5.24,696854,19774
ca7c3d9c,Mann LLC,Dublin,Large,Health,71.16,7.69,603098,8145
bce93d7d,"Smith, Shea and Terry",London,Small,Home Decor,59.92,8.41,114722,16276
f5e830bb,Price-Lucas,Paris,Large,Groceries,71.36,14.14,666205,14729
d2bc661d,Brooks-White,London,Large,Electronics,27.59,2.01,778034,18922
78f99e7d,Smith-Garcia,Berlin,Small,Fashion,44.64,11.51,118979,14029
faecca10,Smith-Davis,Madrid,Small,Groceries,43.06,9.93,132231,8318
163aaabc,Short-Turner,Dublin,Small,Electronics,44.81,11.7,140476,15298
06623a8f,"Ramirez, Lawrence and Avila",Paris,Medium,Health,31.36,13.78,469548,3166
67bf33af,Ferguson LLC,Amsterdam,Medium,Groceries,36.43,12.71,227250,8383
3b82fc80,Brown-Jones,London,Large,Health,64.05,10.22,679983,5584
b16bbe96,Cohen Inc,Berlin,Large,Groceries,68.3,13.76,591649,13469
603d166c,Atkinson PLC,Paris,Medium,Health,35.6,12.84,447623,11514
3ccc3300,Richard Group,Berlin,Small,Home Decor,31.1,9.61,149825,9429
a2570585,Bush and Sons,Madrid,Medium,Health,36.71,14.46,480194,15064
99ad8371,Lewis-Robertson,Amsterdam,Large,Fashion,72.33,13.37,539000,11128
46aec5c9,"Martinez, Baldwin and King",Paris,Small,Fashion,45.57,1.34,142737,18030
36dbc52c,Smith-Sullivan,Dublin,Medium,Health,49.98,2.19,325083,11396
7c3ddaa1,"Lawson, Roberts and Silva",Rome,Large,Fashion,66.26,13.74,866268,6468
fbf0f77b,Cook-Chen,Lisbon,Large,Groceries,75.74,1.73,983548,12676
6ec27ce4,"Harper, Fernandez and Hamilton",London,Large,Electronics,20.95,11.22,704564,8712
9027eac3,Cardenas-Alexander,Lisbon,Small,Fashion,44.75,13.41,102014,13952
a129c355,May LLC,Dublin,Small,Electronics,31.42,8.12,59497,18537
edadc27c,"Clark, Gaines and Fernandez",Dublin,Small,Health,39.17,10.21,127258,19604
47074bc7,Zamora and Sons,Lisbon,Medium,Electronics,63.29,14.58,449500,7408
9c2d90d2,"Sandoval, Marsh and Flores",Rome,Medium,Health,38.95,5.85,445869,5785
22292660,Quinn-Mueller,Madrid,Large,Groceries,36.17,2.19,533760,16711
4893ff5c,Lopez Group,Paris,Medium,Groceries,20.71,10.95,373188,5863
4e47b93b,"Davis, Baker and Oliver",Rome,Medium,Groceries,71.77,2.46,234051,12952
a467d09c,"Kim, Miller and Jones",Madrid,Large,Electronics,32.32,1.43,507557,18794
4aeed7bb,"Morgan, Curry and Mueller",Dublin,Medium,Groceries,77.37,1.45,416425,5789
2e850d2d,Mitchell Ltd,Berlin,Large,Home Decor,79.65,8.82,768057,16280
36af446a,"Martinez, Davis and Gonzales",Paris,Small,Fashion,22.36,7.6,143862,18095
88204e9e,Lewis Inc,Paris,Small,Electronics,58.2,4.21,105936,12571
e4bdf083,Lee Group,Madrid,Large,Home Decor,28.96,1.04,570116,1215
c4660644,"Greer, Smith and Barron",London,Large,Groceries,70.7,8.71,572209,18851
018024fa,Williams Group,Lisbon,Medium,Fashion,46.21,11.03,406931,15086
2ed10483,"Alvarez, Wells and Bryant",Paris,Large,Groceries,39.57,3.2,883448,11722
fb335094,Wilson Inc,Rome,Medium,Fashion,61.07,1.27,340544,3646
8ab1f226,Johnson LLC,Dublin,Large,Fashion,57.11,10.64,902960,9386
18b313ed,Clark Ltd,Berlin,Small,Groceries,72.63,3.91,56246,1421
27b63eff,Smith-Davis,Paris,Medium,Fashion,79.76,2.88,276158,11559
756e7a45,Palmer LLC,Dublin,Small,Health,33.85,10.88,74956,9903
24f0e40d,Richardson-Rice,Berlin,Large,Home Decor,31.85,7.4,923037,7707
42675127,"Crawford, Washington and Livingston",London,Medium,Health,28.49,14.39,165800,4665
4f2994f9,Stevens Ltd,Amsterdam,Large,Groceries,33.27,6.91,971782,14968
ea54e13b,"Bennett, Griffin and Scott",Amsterdam,Large,Groceries,63.61,5.28,630406,7761
f0629131,"Walls, Williams and Clark",Dublin,Medium,Home Decor,36.71,4.54,159889,13764
2ab7fb91,Kennedy Inc,London,Medium,Groceries,35.83,7.5,166058,18910
31692162,Cunningham Inc,Madrid,Medium,Home Decor,53.14,2.4,493875,4112
ad270fc4,Williams LLC,Lisbon,Medium,Home Decor,28.56,14.24,239107,17899
41f92fda,"Young, Reilly and Kent",Dublin,Large,Electronics,37.74,2.67,503184,11415
f9e06456,Brock-Hernandez,Dublin,Large,Health,77.86,6.71,800494,14621
644c157d,Powell PLC,London,Large,Electronics,27.33,12.71,871379,11859
5a3e4a88,"Kelly, Larson and Lloyd",Rome,Small,Electronics,61.78,2.86,122440,2572
45a9825a,Harper-Neal,Rome,Large,Health,31.59,7.38,733337,10966
5f720288,Hall PLC,Paris,Medium,Home Decor,64.41,14.37,310465,17283
0354e19e,Davis-Martin,Amsterdam,Small,Home Decor,64.77,10.47,128094,12931
c25ab314,Powell-James,Dublin,Small,Fashion,26.95,5.61,70861,11637
3df0c8d2,Hodges-Castillo,Rome,Large,Groceries,70.09,7.48,869164,18802
96d89e77,Paul Inc,Berlin,Medium,Fashion,33.26,14.76,294893,18416
57cd5d0e,"Lopez, Owens and Miller",Dublin,Small,Fashion,35.28,14.49,119946,17629
b98d0f01,Conway Group,Dublin,Large,Health,48.25,12.71,726370,3208
4fb080b5,"Taylor, Brown and Nicholson",Madrid,Small,Electronics,56.55,13.5,98231,11763
5acd16a3,Hamilton Group,Madrid,Large,Home Decor,55.78,3.53,670911,12554
23b3151e,"Zimmerman, Murray and Pineda",Amsterdam,Medium,Home Decor,46.7,9.39,196276,4505
fef4830b,"Paul, Pearson and Roberts",Paris,Medium,Health,67.85,4.13,310144,11857
086ec122,"Glover, Fitzpatrick and Wood",Lisbon,Medium,Electronics,46.53,4.5,204568,3875
080ba12d,Bridges-Hernandez,Amsterdam,Small,Health,54.2,13.49,96746,18386
800513c9,"Garcia, Davis and Ortiz",Lisbon,Small,Fashion,72.69,10.23,72005,6948
bda27f73,"Hudson, Romero and Ford",London,Small,Electronics,42.73,8.3,99277,2991
7d616b48,Reed PLC,Dublin,Large,Electronics,36.34,7.06,892343,3305
bd0265fd,"Sampson, Parker and Francis",Berlin,Large,Health,58.14,13.43,807606,8447
fa7f973e,"Taylor, Smith and Anderson",Dublin,Large,Groceries,36.85,13.64,888222,4828
7acd41f8,Fox-Rodriguez,Paris,Large,Health,56.26,9.95,802680,5149
6c293090,"Harper, Berry and Day",Lisbon,Small,Home Decor,61.76,14.09,78878,7922
7b9a06f8,"Navarro, Mcdaniel and Barrett",Lisbon,Large,Health,72.92,10.47,962692,5768
f0b9c7e8,Reynolds-King,Rome,Large,Health,71.65,8.17,768714,4437
5804d86b,"Miles, Zhang and Peterson",Madrid,Small,Health,48.04,10.75,56704,19627
8261fab7,"Jones, Moore and Allen",Dublin,Large,Fashion,48.22,7.95,649196,10738
49849aad,Parker PLC,Madrid,Medium,Groceries,61.04,10.0,282462,11148
36192ee8,Gonzalez Inc,Madrid,Small,Fashion,47.11,9.14,72328,14960
5d61595e,Miller-Garcia,Berlin,Medium,Home Decor,37.09,4.25,386939,12621
fd80fd7d,Wright-Pierce,London,Large,Groceries,21.86,12.2,635852,9175
b7875665,Roy Group,Rome,Large,Health,32.56,9.56,672696,19602
3687910f,Murphy-Gray,Dublin,Medium,Health,62.24,9.01,375021,12923
53911ddf,Larson Inc,Rome,Medium,Health,65.38,13.91,410508,11809
9815e78a,Robinson-Kirby,Amsterdam,Large,Health,24.32,7.68,662231,8146
264cd8c4,Walsh LLC,Madrid,Large,Fashion,49.33,14.37,610371,2860
2444980b,"Carr, Lowe and Daniels",Lisbon,Large,Fashion,68.38,12.76,744157,13711
b5a5f7c6,"Adams, Smith and Moreno",London,Large,Electronics,38.98,1.36,828424,1085
225d7ef5,Gilbert Inc,Lisbon,Large,Health,33.07,9.17,577916,7250
fdb87303,"Scott, Lewis and Robbins",Paris,Large,Health,39.29,1.19,974056,7196
3c1f4c85,"Nichols, Bates and Mercer",Amsterdam,Large,Health,56.24,2.82,790627,11912
b213e386,"Anderson, Sanders and Guerra",Dublin,Large,Electronics,33.45,11.71,572480,13864
9a813e23,Harris-Lucas,Rome,Small,Electronics,47.52,5.39,137945,11846
c42cbc2a,"Miller, Mccarthy and Graham",London,Medium,Health,47.03,4.67,178118,7172
51e3031c,Hernandez-Bird,Berlin,Small,Electronics,36.07,7.82,88275,14889
64b78511,"Moreno, Morgan and Campbell",Rome,Small,Health,34.58,6.0,98253,12294
190fe1ec,"Bush, Mccoy and Collins",Lisbon,Small,Electronics,22.2,6.76,111638,9240
2f06bc10,Garcia-Barber,London,Small,Groceries,78.46,4.72,97245,19468
295c91dd,Ortiz Ltd,Madrid,Medium,Groceries,26.67,3.24,438890,19471
2d2e3278,Lane-Barr,Paris,Large,Health,25.59,9.89,750405,1467
0e9e51a2,Mitchell-Cortez,Amsterdam,Medium,Fashion,46.26,6.67,230647,6533
634b44c5,Alexander-Jackson,Berlin,Large,Electronics,59.37,9.85,691197,13655
9828e226,James-Smith,Madrid,Medium,Groceries,53.45,5.94,152292,9410
d028829f,"Hanson, Alexander and Stokes",Rome,Medium,Home Decor,68.68,5.76,324571,2672
408ec62c,Collier-Flynn,Berlin,Medium,Electronics,62.34,7.0,411999,17332
351dd89c,Elliott-Cunningham,Lisbon,Large,Health,68.12,5.36,916068,8090
4d68eab0,Gomez-Perez,Paris,Large,Electronics,49.29,13.01,600499,19892
b55652b1,Payne-Mitchell,Dublin,Medium,Groceries,22.12,8.27,278030,14117
9766efdb,Johnston-Murphy,Amsterdam,Large,Electronics,76.88,6.94,987133,19442
04a89af1,Gray Group,Dublin,Small,Electronics,28.98,8.9,99089,12048
586eef31,Simpson-Mathis,Dublin,Medium,Fashion,47.47,9.48,376318,16146
a35f30bc,Hooper PLC,Dublin,Large,Fashion,77.37,10.5,590515,2267
1a1eb49a,Harrison and Sons,Dublin,Small,Health,70.9,4.54,130163,2086
8e8aa2c7,"Butler, Keller and Peterson",Lisbon,Medium,Health,48.54,3.29,210034,13530
4b505332,Lopez PLC,Berlin,Large,Fashion,53.07,3.71,624608,8576
6e1c3e51,Walker-Wilson,London,Large,Health,29.45,13.88,910621,5807
cdf5b36f,Gordon LLC,London,Small,Home Decor,33.46,7.73,70921,6679
80d3126a,"Bonilla, Sims and Craig",Amsterdam,Small,Fashion,73.86,2.76,69047,17741
fa47b41a,Parsons-Holmes,Paris,Large,Groceries,46.67,4.92,738043,2774
ee7a697a,Mason-Wilkinson,Rome,Medium,Health,53.58,7.87,433889,18545
e689eb58,Hardy LLC,Lisbon,Small,Health,76.01,1.87,75364,5938
7987e0bd,Estrada and Sons,Berlin,Large,Health,69.84,11.46,513523,3593
d53b524f,Lee Ltd,Berlin,Medium,Health,53.2,13.62,285627,14630
f4108628,King-Schultz,Amsterdam,Medium,Health,54.78,2.92,291952,17091
64568cb0,"Bishop, Shea and Morgan",Amsterdam,Small,Health,45.02,10.7,52549,14978
eac8f981,"Anderson, Ali and Baker",Madrid,Medium,Electronics,61.69,4.6,329643,6796
0269e81b,"Warren, Cannon and Patterson",Rome,Medium,Electronics,47.18,7.52,281391,16377
57e710a9,"Holloway, Smith and Williams",Lisbon,Large,Health,35.65,7.18,924917,9932
929b70c9,"Robinson, Giles and Hunter",Amsterdam,Medium,Groceries,48.09,11.86,177713,15220
ed57456a,King-Brown,London,Small,Health,50.84,9.49,70074,18883
1cc7b1aa,"Garcia, Thomas and Jordan",Madrid,Small,Groceries,51.35,12.14,67869,17798
320e4f44,Nixon-Sullivan,Berlin,Medium,Fashion,62.45,11.58,284825,4916
a4365c87,Wells-Mcdonald,Lisbon,Small,Fashion,40.5,13.12,59769,17906
df0db13b,"Garcia, Hanson and Ayala",Amsterdam,Small,Home Decor,43.23,11.04,121139,17885
f4a58518,"Morris, Harris and Ramirez",Dublin,Small,Fashion,61.4,14.49,102614,13386
1148b884,Clark-Rivera,Madrid,Medium,Health,70.29,9.9,225679,16276
4acd8f93,Burke-Kim,Paris,Small,Electronics,65.66,14.95,67502,19240
f9352b7c,"Macias, Alexander and Santos",Rome,Small,Home Decor,60.34,4.78,102285,1590
c93529ed,"Simmons, Roberts and Williams",London,Large,Health,25.14,9.64,856995,9575
876cd0f6,"Day, Valdez and Johnson",Dublin,Large,Groceries,20.17,10.83,747088,1038
8e5ea343,Harper-White,Amsterdam,Medium,Fashion,42.02,1.55,395021,4390
bf9d26af,"Gray, Armstrong and Hicks",Dublin,Medium,Home Decor,23.49,4.17,372639,18955
2fbc8a26,"Leonard, Cox and Sloan",Rome,Large,Groceries,55.83,7.34,579517,10623
2520e3ef,"Miller, Hughes and Carter",Amsterdam,Small,Fashion,39.65,1.94,54585,19699
0bd0c4ea,"Oconnor, Johns and Nolan",Dublin,Small,Groceries,23.06,2.49,122780,12865
aecb4784,"Arnold, Mason and Diaz",Dublin,Large,Electronics,20.71,1.67,682461,10471
beec26e1,Stark-Porter,Lisbon,Small,Electronics,62.2,9.65,54295,3683
c70380da,"Pope, Haney and Todd",Dublin,Large,Electronics,57.21,13.4,691090,16511
b5baa74b,Todd-Pennington,Madrid,Large,Groceries,60.47,10.16,950938,11936
a2e214b0,Nichols PLC,Paris,Large,Groceries,39.28,13.14,736614,11132
c8540e20,"Gray, Cooper and Walker",Madrid,Small,Home Decor,29.08,10.28,139188,9451
d7fe0b94,"Ramos, Gonzalez and Williams",Berlin,Small,Home Decor,25.0,4.98,95773,7920
29b47924,"Owen, Miller and Campbell",Lisbon,Medium,Fashion,76.47,12.02,342093,4044
485c7573,Roberts-Houston,Paris,Small,Groceries,76.25,14.77,80116,15553
dfbe0bb9,Wright-Williams,Amsterdam,Medium,Health,66.29,10.61,384509,13429
9df24d5c,"Francis, Barnes and Fernandez",London,Large,Groceries,66.03,1.07,777975,11493
e030f50f,Owen LLC,Rome,Medium,Fashion,68.5,7.41,463898,2521
a95f24a2,Jimenez Group,Rome,Large,Home Decor,56.92,6.47,766936,3583
63d997c0,"Pena, Lucas and Butler",Madrid,Medium,Health,56.74,8.22,260855,12056
bff4723b,Hernandez-Anderson,Amsterdam,Small,Home Decor,64.07,10.43,108223,9371
7be9ba7b,"Fuller, Reyes and Taylor",Madrid,Medium,Fashion,53.9,9.09,378973,7851
02068764,Peck-Berry,Berlin,Medium,Home Decor,65.89,5.44,381407,4580
65b45606,Miller-James,London,Small,Fashion,61.49,1.79,141899,17976
77f1ac17,Pitts Inc,Rome,Large,Fashion,77.73,4.5,855168,14903
9dd1a579,Pena and Sons,Rome,Large,Electronics,69.11,2.07,687153,19903
4d3b681a,Singh-Wright,Amsterdam,Small,Health,59.96,1.73,136386,15875
7f578eb3,Collins Group,Paris,Large,Home Decor,61.59,12.92,504359,2306
9c74d001,Smith Ltd,Berlin,Small,Groceries,35.88,5.85,114925,5399
10c40213,Taylor PLC,Dublin,Medium,Home Decor,37.79,12.57,451176,17942
db23081d,"Mitchell, Andrade and Johnson",Lisbon,Large,Fashion,63.1,2.97,533680,10237
0998cce5,"Parker, Jenkins and Gutierrez",Lisbon,Large,Home Decor,56.53,8.56,734282,10995
3c240a79,Griffith LLC,Amsterdam,Small,Home Decor,30.47,4.47,109725,4397
87902ceb,White-Harris,Lisbon,Large,Health,75.13,10.55,916496,6906
401d9c2d,Higgins-Jones,London,Medium,Groceries,24.71,3.56,326135,18541
59c4a3c0,Jarvis LLC,Dublin,Medium,Home Decor,68.04,9.7,244860,14887
f6103ba4,Webster-Rodriguez,Lisbon,Medium,Health,75.17,8.26,474356,15909
98ceb872,"Ramos, Allen and Beard",Lisbon,Medium,Home Decor,37.59,5.61,285258,15808
2521fddc,Black-Reyes,Madrid,Small,Electronics,36.66,2.62,130003,5462
aa4db21d,Rodriguez and Sons,Paris,Medium,Fashion,61.48,14.48,378047,6963
0bc54630,Weber-Fry,Lisbon,Medium,Fashion,79.27,9.14,281685,13349
3c9586d1,Mata-Morris,Paris,Large,Health,21.63,3.14,646172,18301
9fbffe60,Wolf-Grant,Madrid,Medium,Groceries,56.24,6.91,333225,14340
c2f8d779,Miller Ltd,London,Small,Home Decor,44.58,12.25,67839,5335
14f0e6fc,"Copeland, Valdez and Tucker",Paris,Small,Groceries,21.69,6.86,130385,9268
c25857bd,"Brown, Jones and Oliver",Dublin,Medium,Electronics,26.13,1.49,218439,15729
61bec02a,Hoffman-Gordon,Madrid,Small,Electronics,23.17,12.72,138498,6775
1f86f760,Anderson Ltd,Lisbon,Small,Health,44.83,10.08,87259,10773
50a33490,Page LLC,Lisbon,Medium,Groceries,31.28,1.88,205124,5261
c7f52da3,"Mahoney, Morales and Grant",London,Small,Health,61.91,7.88,74380,19271
78789f98,Harris Ltd,Lisbon,Large,Fashion,74.37,6.83,667222,10791
01723e65,Martinez Group,Rome,Large,Health,39.88,6.62,621450,12588
068be3c4,Edwards Ltd,Amsterdam,Medium,Home Decor,24.79,14.02,236638,19054
09083812,Moore and Sons,Berlin,Medium,Electronics,24.56,3.4,497484,18147
23badaa2,"Cummings, Becker and Young",Amsterdam,Medium,Health,22.49,13.95,471626,9929
cf7e6967,"Jefferson, Gutierrez and White",Amsterdam,Large,Health,51.56,5.34,781468,17433
cdee55c1,Wilson and Sons,Berlin,Large,Health,79.41,7.29,518877,11758
0f0225e1,Cantu-Arias,Berlin,Small,Electronics,24.75,4.08,138409,6490
ec7da319,Moore Group,Lisbon,Small,Electronics,32.58,3.23,52198,7815
fa0806cf,Daniels Inc,Amsterdam,Medium,Health,46.19,5.1,382005,16746
7dd43431,Smith PLC,Amsterdam,Small,Groceries,76.68,10.83,94292,7099
5bc0b83f,"Fuller, Jenkins and Mullen",Lisbon,Small,Health,47.77,6.3,53808,8969
68ed6f7e,"Christian, Roberts and Hayes",Berlin,Small,Health,79.64,7.76,123536,8421
6f388422,"Higgins, Tate and Jackson",Madrid,Medium,Fashion,77.4,1.1,245419,18594
a7330c24,"Ross, Obrien and Cohen",Paris,Small,Home Decor,58.26,5.86,148879,13067
9d4823c6,"Thompson, Shaw and Hanson",Lisbon,Small,Home Decor,73.44,3.43,135245,5229
72cbf3f6,"Hill, Smith and Lucas",Lisbon,Medium,Fashion,23.36,5.63,328079,18391
04dc3648,"Ross, Duran and Avila",Rome,Large,Health,48.19,1.85,565970,16148
3c2db83a,"Osborne, Gibson and Brown",Paris,Large,Electronics,30.21,5.82,984688,15685
67e0f8e9,Allen-Moreno,Dublin,Medium,Electronics,67.32,1.58,229898,11848
eb5a8878,Lucas-Myers,Rome,Medium,Home Decor,74.49,8.3,266881,19967
96f15b5e,"Hill, Williams and Freeman",Lisbon,Medium,Fashion,37.59,2.46,399916,19281
623d6dc8,"Jones, Ball and Kelley",London,Medium,Health,45.28,11.98,299679,14098
c22df9d8,Smith-Davis,Lisbon,Small,Health,43.46,12.01,94993,13455
1032be18,Page LLC,Dublin,Medium,Home Decor,50.89,13.98,288704,15130
1fc2d792,Michael Inc,Lisbon,Large,Electronics,32.43,10.96,826946,3311
fc70ba7b,"Jones, Rivers and Harmon",Berlin,Medium,Health,56.14,5.93,393923,15342
4b0d3351,Brewer and Sons,Dublin,Small,Groceries,73.47,4.35,130604,9577
71fe48f7,Tran-Knapp,Rome,Large,Health,60.65,4.91,583708,14819
d545e1b0,Gilbert Group,Madrid,Small,Groceries,44.75,9.91,127940,11585
3b1be62f,"Bird, Oneill and Turner",Paris,Small,Fashion,27.73,11.06,79542,9026
ea1bf8fa,Collins-Morales,Dublin,Large,Fashion,34.48,14.23,761515,3985
387c92bb,Brown and Sons,Amsterdam,Small,Health,33.43,5.98,122053,2747
1348e74d,Powell-Taylor,Rome,Large,Fashion,22.29,10.43,996316,4832
44831278,Hill Inc,Rome,Small,Electronics,47.42,12.73,75916,11684
9dae75b3,Cunningham-Rosales,Amsterdam,Medium,Fashion,27.76,10.18,407427,6429
e1e0438f,Hopkins-Smith,Lisbon,Small,Home Decor,75.56,6.12,106556,13061
b9a52868,Moore LLC,Lisbon,Large,Health,60.07,5.14,759333,12161
e2f7403e,"Ward, Steele and Sutton",Rome,Large,Health,42.25,6.15,967158,12226
53e67acc,Holloway-Johnson,Rome,Large,Electronics,61.3,6.41,795251,3719
be79c41a,Frey-Villanueva,Lisbon,Small,Home Decor,50.84,13.25,87516,3434
8fd0aca7,Zuniga and Sons,Paris,Large,Home Decor,76.52,10.66,568673,13024
a93cc46f,"Miller, Lamb and Weber",Berlin,Small,Groceries,73.65,11.83,134572,17404
3728fed0,Castaneda-Roberts,Berlin,Small,Groceries,59.01,2.35,58795,7061
03bd82f4,Cortez Group,London,Medium,Home Decor,49.49,10.95,317599,5880
9d9e42de,"Davis, Jackson and Garza",Dublin,Small,Fashion,67.37,10.31,112073,13639
00f23bab,Russell Ltd,Madrid,Medium,Electronics,21.54,11.23,436747,5636
1bc7bd1b,Woods Ltd,Madrid,Small,Electronics,69.35,6.07,81715,6646
65469463,"Morgan, Smith and James",London,Small,Home Decor,72.68,5.0,146571,6664
8974310a,"Fletcher, Bryant and Marks",Paris,Medium,Electronics,37.37,12.7,161562,19870
0493a66b,Scott LLC,Madrid,Small,Electronics,67.83,2.24,122309,2270
6c84800d,"Martin, Perez and Thomas",Rome,Large,Electronics,41.21,9.0,805658,19618
ee1de454,Tucker-Garcia,Dublin,Large,Fashion,36.94,12.44,818653,9286
718dcbe3,Jackson-Porter,London,Small,Electronics,74.25,5.55,103298,1267
95f1f51b,Deleon Ltd,London,Large,Health,25.22,14.53,559692,7682
6ec7a0b4,Edwards Group,Madrid,Large,Electronics,35.72,8.03,692356,16498
7a7bda81,"Anderson, Patterson and Jones",London,Small,Electronics,56.05,10.6,106676,6763
ab38840c,Charles LLC,Lisbon,Medium,Health,44.96,3.6,275419,10514
61876db8,Davis-Walters,Berlin,Small,Fashion,29.04,11.83,131165,3828
c11378ec,Barnes Group,Paris,Large,Fashion,79.64,1.55,652044,11004
dd7b26a9,"Sullivan, Johnson and Patel",Dublin,Small,Health,51.54,9.43,122883,18859
644819a2,"Miller, Rogers and Taylor",London,Large,Groceries,60.65,5.23,688987,6170
ed5af19e,Bonilla Group,Paris,Small,Health,26.46,9.06,127344,2182
c33dbc51,Ball Inc,Berlin,Small,Electronics,31.53,6.5,123608,7779
c9c06369,Hernandez-Flores,London,Medium,Electronics,34.01,7.03,478223,14064
ea1a95ea,"Russell, Thompson and Hernandez",Lisbon,Small,Home Decor,78.43,10.96,141196,3267
52fc3e75,"Martin, Padilla and Hamilton",Lisbon,Small,Fashion,71.5,4.05,121808,19454
fe19b77a,Avila-Smith,London,Large,Fashion,73.27,12.1,751205,10521
a4248716,Diaz and Sons,Dublin,Medium,Fashion,26.72,11.11,233304,1751
02c4ddb4,"Daniel, Taylor and Moore",Paris,Medium,Home Decor,55.55,7.02,408523,3510
3db31163,Lawrence-James,Madrid,Large,Groceries,66.2,5.83,933260,17250
62e66b76,"Brooks, Boyer and Charles",Lisbon,Medium,Electronics,41.49,13.04,390769,5981
a1fb2111,Wilkerson-Walker,Paris,Small,Groceries,65.35,3.93,101691,1855
495fdac6,"Osborne, Jackson and Hammond",Paris,Large,Groceries,77.58,8.05,540281,4041
77b4de1e,Warren-Rivera,Dublin,Medium,Groceries,78.59,14.59,248547,19786
9bf837da,Navarro Group,Amsterdam,Small,Fashion,45.47,13.18,52976,1447
0a26c395,"West, Wagner and Burke",Rome,Large,Health,36.86,13.8,952284,14005
32135432,Cooper LLC,Amsterdam,Large,Health,34.73,11.02,901536,9120
ded38435,Moon-Cruz,Paris,Large,Groceries,23.56,7.9,889122,11429
cb6274ad,Hernandez Ltd,Dublin,Small,Health,49.73,13.78,85959,2591
437b6b90,Hurst-Lucero,Amsterdam,Small,Electronics,30.96,5.18,54013,14311
ec5174c6,"Brown, Barrett and Cohen",Rome,Large,Groceries,37.59,13.34,784013,18240
bbe0a3bc,"Burke, Flores and Mcdonald",Paris,Large,Electronics,34.6,5.69,883889,1170
a6dc2a19,Hernandez-Joseph,Lisbon,Small,Electronics,51.48,13.45,121006,5632
fd181714,"May, Daugherty and Potter",Rome,Large,Home Decor,64.56,5.98,956271,4688
cbf69a21,Drake and Sons,Paris,Large,Fashion,73.65,14.37,909848,1784
94608dd2,"Young, Weeks and Torres",Paris,Medium,Health,71.72,11.9,273317,15036
e272ef5f,Webb-Rodgers,Lisbon,Large,Health,74.53,8.67,756398,7404
a37c11d3,"Marquez, Hernandez and Klein",Amsterdam,Large,Electronics,28.72,4.37,508910,2066
7c5aba67,Park Inc,Madrid,Large,Electronics,44.67,7.15,772044,11197
50a97299,Alvarez Inc,Amsterdam,Medium,Home Decor,51.04,11.33,289329,4219
80c0ed0c,"Carson, Elliott and Johnson",Amsterdam,Small,Groceries,66.0,2.82,102471,8470
7ef0d35b,Meyers Ltd,London,Medium,Home Decor,40.71,3.36,381875,16754
827375c7,"Delacruz, Holloway and Jones",Amsterdam,Small,Fashion,35.61,8.19,50638,17805
2872766a,Webb Inc,London,Small,Home Decor,35.18,2.11,107594,6841
1143efc3,"Jones, Cooper and Smith",London,Large,Home Decor,62.68,10.84,967473,3242
